Time Unit,Vervet Population,Leopard Population,Hawk Population,Python Population,Predator Population,Deaths due to Leopard,Deaths due to Hawk,Deaths due to Python,Total Predation Deaths,Starvation Deaths,Average Fear Level,Average Hunger Level,Average Energy Level
282,159,1,1,1,3,1,1,1,3,38,144,265.1937591934012,722.2276244543968
283,159,1,1,1,3,1,1,1,3,38,144,264.74034777905047,722.6810358687482
284,159,1,1,1,3,1,1,1,3,38,144,263.76809917617163,723.653284471627
285,159,1,1,1,3,1,1,1,3,38,144,262.8050121932574,724.616371454541
286,159,1,1,1,3,1,1,1,3,38,144,261.3357067252422,726.085676922557
287,159,1,1,1,3,1,1,1,3,38,144,259.87041419601564,727.550969451783
288,159,1,1,1,3,1,1,1,3,38,144,258.18144855361953,729.2399350941791
289,159,1,1,1,3,1,1,1,3,38,144,256.4147934822498,731.0065901655493
290,159,1,1,1,3,1,1,1,3,38,144,254.55392026884059,732.8674633789584
291,159,1,1,1,3,1,1,1,3,38,144,252.6929549978531,734.7284286499463
292,159,1,1,1,3,1,1,1,3,38,144,251.11500916961302,736.3063744781856
293,159,1,1,1,3,1,1,1,3,38,144,249.65355666139897,737.7678269863999
294,159,1,1,1,3,1,1,1,3,38,144,248.2077992560831,739.2135843917156
295,159,1,1,1,3,1,1,1,3,38,144,246.64538574383022,740.7759979039689
296,159,1,1,1,3,1,1,1,3,38,144,245.12069340123034,742.3006902465684
297,159,1,1,1,3,1,1,1,3,38,144,243.85484529358843,743.5665383542104
298,159,1,1,1,3,1,1,1,3,38,144,242.5803795636982,744.8410040841004
299,159,1,1,1,3,1,1,1,3,38,144,241.0846573694349,746.3367262783642
300,159,1,1,1,3,1,1,1,3,38,161,281.90016355557145,705.5212200922273
301,158,1,1,1,3,1,1,1,3,39,162,271.56589008962675,715.7758820622716
302,158,1,1,1,3,1,1,1,3,39,162,268.97508855316204,718.3666835987369
303,158,1,1,1,3,1,1,1,3,39,162,266.6611591249253,720.6806130269731
304,158,1,1,1,3,1,1,1,3,39,162,264.7575596309438,722.584212520955
305,158,1,1,1,3,1,1,1,3,39,162,263.4554495837536,723.886322568145
306,158,1,1,1,3,1,1,1,3,39,162,262.0242226484259,725.3175495034731
307,158,1,1,1,3,1,1,1,3,39,162,260.6544434674544,726.6873286844444
308,158,1,1,1,3,1,1,1,3,39,162,259.5723380633191,727.7694340885794
309,158,1,1,1,3,1,1,1,3,39,162,258.3378275248415,729.0039446270571
310,158,1,1,1,3,1,1,1,3,39,162,257.42053877902157,729.9212333728769
311,158,1,1,1,3,1,1,1,3,39,162,256.92221319477255,730.4195589571265
312,158,1,1,1,3,1,1,1,3,39,162,256.6781054915326,730.6636666603667
313,158,1,1,1,3,1,1,1,3,39,162,256.6052259500164,730.7365462018824
314,158,1,1,1,3,1,1,1,3,39,162,256.4281972198202,730.913574932078
315,158,1,1,1,3,1,1,1,3,39,162,256.0190364486953,731.3227357032029
316,158,1,1,1,3,1,1,1,3,39,162,255.57427263841342,731.7674995134854
317,158,1,1,1,3,1,1,1,3,39,162,255.2146408682295,732.1271312836691
318,158,1,1,1,3,1,1,1,3,39,162,254.77427715683947,732.5674949950594
319,158,1,1,1,3,1,1,1,3,39,162,254.10172381532576,733.2400483365728
320,158,1,1,1,3,1,1,1,3,39,162,253.4792323888558,733.8625397630432
321,158,1,1,1,3,1,1,1,3,39,162,253.00743749551134,734.3343346563873
322,158,1,1,1,3,1,1,1,3,39,162,252.49569088396754,734.8460812679311
323,158,1,1,1,3,1,1,1,3,39,162,252.04675291859647,735.2950192333022
324,158,1,1,1,3,1,1,1,3,39,162,251.5313811861686,735.8103909657295
325,158,1,1,1,3,1,1,1,3,39,162,251.14807792309082,736.1936942288078
326,158,1,1,1,3,1,1,1,3,39,162,250.2922640161316,737.0495081357674
327,158,1,1,1,3,1,1,1,3,39,162,249.55913822220035,737.7826339296981
328,158,1,1,1,3,1,1,1,3,39,162,248.72726252796474,738.6145096239345
329,158,1,1,1,3,1,1,1,3,39,162,248.00532891852714,739.3364432333716
330,158,1,1,1,3,1,1,1,3,39,213,289.0827790061952,698.2589931457032
331,157,1,1,1,3,1,1,1,3,40,215,279.0414678038912,708.2196786929244
332,157,1,1,1,3,1,1,1,3,40,215,276.9351757745781,710.325970722237
333,157,1,1,1,3,1,1,1,3,40,215,275.75465866562934,711.5064878311857
334,157,1,1,1,3,1,1,1,3,40,215,274.81008136310123,712.4510651337142
335,157,1,1,1,3,1,1,1,3,40,215,274.2475205408536,713.0136259559622
336,157,1,1,1,3,1,1,1,3,40,215,273.7874395261948,713.4737069706204
337,157,1,1,1,3,1,1,1,3,40,215,273.3312920188149,713.9298544780004
